SMILES,MW,LogP,HBD,HBA,PSA,RotatableBonds,SA,Permeability,hERG_Risk,CYP_Inhibition,Metabolic_Stability,PAINS_Alert,lipinski_violations,QED,Druglikeness_Score,Linkers
CCNC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC)C(C)Oc1ccccc1,697.8810000000003,2.728100000000004,7,7,179.47,20,,High,Low,Low,Moderate,No,2,0.06942674319033884,95,
CCNC(c1ccccc1)C(NC(=O)C1CCCCNC(=O)NCCCNC(c2ccccc2)C(=O)NC(c2c[nH]c3ccccc23)C(=O)N1)C(=O)NC,737.9060000000001,2.5957000000000043,9,7,197.37999999999997,9,,High,Low,Low,Moderate,No,2,0.12587675456892364,105,*CNC(*)=O
CCNC(c1ccccc1)C(NC(=O)C1CCCCNCC=C=CCCNC(c2ccccc2)C(=O)NC(c2c[nH]c3ccccc23)C(=O)N1)C(=O)NC,732.9300000000001,3.597400000000002,8,7,168.27999999999997,9,,High,High,Low,Moderate,No,2,0.12180022789973935,90,*C=C=CC*
CCNC(c1ccccc1)C(NC(=O)C1CCCCNCCCCCCNC(c2ccccc2)C(=O)NC(c2c[nH]c3ccccc23)C(=O)N1)C(=O)NC,736.9620000000002,4.056400000000003,8,7,168.27999999999997,9,,High,High,Low,Moderate,No,2,0.12833245737216145,90,*CCCC*
