SMILES,MW,LogP,HBD,HBA,PSA,RotatableBonds,SA,Permeability,hERG_Risk,CYP_Inhibition,Metabolic_Stability,PAINS_Alert,lipinski_violations,QED,Druglikeness_Score,Linkers
C(=O)C(CCN=C(N)N)NC(=O)C(NC(=O)C(Cc1cccc(Cl)c1)NCCOc1ccccc1)C(C)C,545.0840000000003,1.4077000000000028,5,6,160.92999999999998,16,,Low,Low,Low,Moderate,No,1,0.09231358172836973,115,
CC1CC(=O)C(CCN=C(N)N)NC(=O)C(C(C)C)NC(=O)C(c2cccc(Cl)c2)NCCc2ccccc21,555.1230000000003,2.578800000000003,5,5,151.7,5,,High,Low,Low,Moderate,No,1,0.2828423602264032,135,*CC(*)C
CC(C)C1NC(=O)C(c2cccc(Cl)c2)NCCc2ccccc2OCCC(=O)C(CCN=C(N)N)NC1=O,557.0950000000004,1.8541000000000014,5,6,160.93,5,,Low,Low,Low,Moderate,No,1,0.27720671712676775,125,*CCO*
CC(C)C1NC(=O)C(c2cccc(Cl)c2)NCCc2ccccc2C2CC2C(=O)C(CCN=C(N)N)NC1=O,553.1070000000004,2.188700000000001,5,5,151.7,5,,Low,Low,Low,Moderate,No,1,0.28311185882333423,125,*C1CC1*
CC(C)C1NC(=O)C(c2cccc(Cl)c2)NCCc2ccccc2C2N=CC=C2C(=O)C(CCN=C(N)N)NC1=O,578.1170000000002,2.1371000000000007,5,6,164.06,5,,Low,Low,Low,Moderate,No,1,0.2697708201992613,125,*C1=CC=NC1*
CC(C)C1NC(=O)C(c2cccc(Cl)c2)NCCc2ccccc2CCC(=O)C(CCN=C(N)N)NC1=O,541.0960000000005,2.0178000000000007,5,5,151.7,5,,Low,Low,Low,Moderate,No,1,0.28886142448643104,125,*CC*
