SMILES,MW,LogP,HBD,HBA,PSA,RotatableBonds,SA,Permeability,hERG_Risk,CYP_Inhibition,Metabolic_Stability,PAINS_Alert,lipinski_violations,QED,Druglikeness_Score,Linkers
c1cc(O)c(N=CCN(C)C)c(CC(C)CC(OC)C(NCC(F)F)C(C)C=C(C)C(OC(N)=O)COC)c1O,572.6940000000002,3.861400000000002,4,9,138.87,18,,High,High,Low,Moderate,Yes,1,0.11819078778691232,110,
COC(CC(C)c1c(O)ccc(O)c1N=CCN(C)C)C1NCC(F)(F)C2CC2C(OC)C(OC(N)=O)C(C)=CC1C,596.7160000000001,4.174800000000003,4,9,138.87,10,,High,High,Low,Moderate,Yes,1,0.17936688298649905,110,*C1CC1*
COC1CCCC(F)(F)CNC(C(CC(C)c2c(O)ccc(O)c2N=CCN(C)C)OC)C(C)C=C(C)C1OC(N)=O,598.7320000000002,4.709000000000003,4,9,138.87,10,,High,High,Low,Moderate,Yes,1,0.17262176856486375,110,*CCC*
COC(CC(C)c1c(O)ccc(O)c1N=CCN(C)C)C1NCC(F)(F)C(C)NC(OC)C(OC(N)=O)C(C)=CC1C,599.72,3.4743000000000013,5,10,150.9,10,,High,High,Moderate,Moderate,Yes,1,0.15471800017906637,80,*NC(*)C
COC1CNCC(F)(F)CNC(C(CC(C)c2c(O)ccc(O)c2N=CCN(C)C)OC)C(C)C=C(C)C1OC(N)=O,599.7200000000003,3.1283000000000003,5,10,150.9,10,,High,High,Moderate,Moderate,Yes,1,0.15525409756540112,80,*CNC*
COC1C=CNC(F)(F)CNC(C(CC(C)c2c(O)ccc(O)c2N=CCN(C)C)OC)C(C)C=C(C)C1OC(N)=O,597.7040000000002,3.5995000000000017,5,10,150.9,10,,High,High,Moderate,Moderate,Yes,1,0.11796187552415109,80,*C=CN*
