SMILES,MW,LogP,HBD,HBA,PSA,RotatableBonds,SA,Permeability,hERG_Risk,CYP_Inhibition,Metabolic_Stability,PAINS_Alert,lipinski_violations,QED,Druglikeness_Score,Linkers
CCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCN=C(N)N)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1)C(N)=O,702.8610000000001,-0.016699999999991555,9,7,251.71,19,,Low,Low,Low,Moderate,No,2,0.0465375858315481,65,
C=C1CCCC(C(N)=O)NC(=O)C(c2c[nH]c3ccccc23)NC(=O)C(CCCN=C(N)N)NC(=O)C(c2ccccc2)NC(=O)C2CCCN12,698.8290000000001,0.8532000000000053,8,7,242.92000000000002,7,,Low,Low,Low,Moderate,No,2,0.09968697142632443,95,*C(*)=C
CC1CCCC(C(N)=O)NC(=O)C(c2c[nH]c3ccccc23)NC(=O)C(CCCN=C(N)N)NC(=O)C(c2ccccc2)NC(=O)C2CCCN2C2(N)C[C@H]12,755.9249999999998,0.6505000000000064,9,8,268.94,7,,Low,Low,Low,Moderate,No,2,0.09296675836950631,95,*C(C)[C@H]1CC1(*)N
CC=C1CCCCCC(C(N)=O)NC(=O)C(c2c[nH]c3ccccc23)NC(=O)C(CCCN=C(N)N)NC(=O)C(c2ccccc2)NC(=O)C2CCCN12,740.91,2.0235000000000056,8,7,242.92000000000002,7,,Low,Low,Low,Moderate,No,2,0.10100027867127206,95,*CCC(*)=CC
COC1CCCCCC(C(N)=O)NC(=O)C(c2c[nH]c3ccccc23)NC(=O)C(CCCN=C(N)N)NC(=O)C(c2ccccc2)NC(=O)C2CCCN12,744.898,1.0922000000000065,8,8,252.14999999999998,8,,Low,Low,Low,Moderate,No,2,0.0932631137684885,95,*CCC(*)OC
N#CC1CCCCC(C(N)=O)NC(=O)C(c2c[nH]c3ccccc23)NC(=O)C(CCCN=C(N)N)NC(=O)C(c2ccccc2)NC(=O)C2CCCN2C1,739.882,0.8693800000000069,8,8,266.71,7,,Low,Low,Low,Moderate,No,2,0.09693050116195183,95,*CC(C#N)C*
