SMILES,MW,LogP,HBD,HBA,PSA,RotatableBonds,SA,Permeability,hERG_Risk,CYP_Inhibition,Metabolic_Stability,PAINS_Alert,lipinski_violations,QED,Druglikeness_Score,Linkers
Nc1cc(O)c(N=CCN(C)C)c(CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(=O)N(C)N)COC)c1O,553.7010000000004,2.4280000000000004,5,11,176.32999999999998,15,,Low,Low,Moderate,Moderate,Yes,2,0.0316756824925848,65,
CC[C@@H]1C[C@H]2CC(OC)C(OC(=O)N(C)N)C(C)=CC(C)C(O)C(OC)CC(C)c3c(O)c(cc(O)c3N=CCN(C)C)NO[C@H]3[C@H]2N1O[C@H]3C#N,731.8919999999999,3.561580000000003,5,15,207.82999999999998,7,,High,High,Moderate,Moderate,Yes,2,0.05172174313886168,60,*C[C@@H]1C[C@@H](CC)N2O[C@@H](C#N)[C@@H](O*)[C@H]12
COC1CC[C@H]2CC2Nc2cc(O)c(N=CCN(C)C)c(c2O)C(C)CC(OC)C(O)C(C)C=C(C)C1OC(=O)N(C)N,605.7770000000002,3.733500000000002,5,11,162.34000000000003,6,,High,High,Moderate,Moderate,Yes,2,0.06142649524385786,60,*CC[C@H]1CC1*
COC1CC(C)c2c(O)c(cc(O)c2N=CCN(C)C)NC(C)N2C=CC(=CC2)[C@@H](C(C)=O)OC(OC)C(OC(=O)N(C)N)C(C)=CC(C)C1O,716.8770000000001,3.5982000000000025,5,14,191.88000000000002,7,,High,High,Moderate,Moderate,Yes,2,0.05237514963822583,60,*O[C@H](C(C)=O)C1=CCN(C(*)C)C=C1
COC1CCCC(=O)ONc2cc(O)c(N=CCN(C)C)c(c2O)C(C)CC(OC)C(O)C(C)C=C(C)C1OC(=O)N(C)N,623.7480000000002,3.1933000000000016,5,13,188.64000000000001,6,,High,High,Moderate,Moderate,Yes,2,0.05929328157493649,60,*CCCC(=O)O*
COC1CC(C)c2c(O)c(cc(O)c2N=CCN(C)C)NOCCCCNC(OC)C(OC(=O)N(C)N)C(C)=CC(C)C1O,624.7800000000003,2.8237000000000028,6,13,183.60000000000002,6,,High,Low,Moderate,Moderate,Yes,3,0.05183516262790874,55,*NCCCCO*
