SMILES,MW,LogP,HBD,HBA,PSA,RotatableBonds,SA,Permeability,hERG_Risk,CYP_Inhibition,Metabolic_Stability,PAINS_Alert,lipinski_violations,QED,Druglikeness_Score,Linkers
CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(C)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1cnc[nH]1)NC(=O)CCC(=O)N)C(N)=O,728.8109999999998,-0.866499999999992,9,8,276.15,19,,Low,Low,Low,Moderate,No,2,0.05842265703008901,65,
C=C1CC(C(N)=O)NC(=O)C(c2c[nH]c3ccccc23)NC(=O)C(C)NC(=O)C(c2ccccc2)NC(=O)C(c2ccccc2)NC(=O)C(c2cnc[nH]2)NC(=O)C1CC(N)=O,843.9019999999999,0.5471000000000059,10,9,305.24999999999994,7,,Low,Low,Moderate,Moderate,No,2,0.1022186665927684,85,*C(*)=C
CC1NC(=O)C(c2ccccc2)NC(=O)C(c2ccccc2)NC(=O)C(c2cnc[nH]2)NC(=O)C(CC(N)=O)CC2C[C@H]2C=CCC(C(N)=O)NC(=O)C(c2c[nH]c3ccccc23)NC1=O,897.9939999999997,1.573300000000005,10,9,305.25,7,,Low,Low,Moderate,Moderate,No,2,0.10596860395757822,85,*C=C[C@@H]1CC1C*
CC1NC(=O)C(c2ccccc2)NC(=O)C(c2ccccc2)NC(=O)C(c2cnc[nH]2)NC(=O)C(CC(N)=O)CC=C=CCC(C(N)=O)NC(=O)C(c2c[nH]c3ccccc23)NC1=O,869.9399999999997,1.0923000000000052,10,9,305.25,7,,Low,Low,Moderate,Moderate,No,2,0.1046298917312587,85,*C=C=CC*
CC1NC(=O)C(c2ccccc2)NC(=O)C(c2ccccc2)NC(=O)C(c2cnc[nH]2)NC(=O)C(CC(N)=O)CCC#CCC(C(N)=O)NC(=O)C(c2c[nH]c3ccccc23)NC1=O,869.9399999999996,0.7745000000000051,10,9,305.25,7,,Low,Low,Moderate,Moderate,No,2,0.10325792964893948,85,*C#CCC*
CC1NC(=O)C(c2ccccc2)NC(=O)C(c2ccccc2)NC(=O)C(c2cnc[nH]2)NC(=O)C(CC(N)=O)CCC#CCCC(C(N)=O)NC(=O)C(c2c[nH]c3ccccc23)NC1=O,883.9669999999995,1.164600000000005,10,9,305.25,7,,Low,Low,Moderate,Moderate,No,2,0.10482671407738532,85,*CC#CCC*
