SMILES,MW,LogP,HBD,HBA,PSA,RotatableBonds,SA,Permeability,hERG_Risk,CYP_Inhibition,Metabolic_Stability,PAINS_Alert,lipinski_violations,QED,Druglikeness_Score,Linkers
C(O)C(CC(C)=Cc1c(O)c(NC(=O)C(C)=CC=CC(OC)COC(N)=O)cc(O)c1NC(=O)c1ccc(CN2CCc3ccccc3C2)cc1)OC,728.843,5.260400000000004,6,10,192.91,16,,High,High,Moderate,Moderate,No,3,0.04907013936746346,50,
COC1CC(C)=Cc2c(NC(=O)c3ccc(CN4CCc5ccccc54)cc3)cc(O)c(c2O)C(C)CC(OC)C(O)C=C=CC1O,640.7770000000004,5.67650000000001,5,8,131.72,6,,High,High,Low,High,No,2,0.21779960861426265,120,*C=C=C*
COC1CC(C)=Cc2c(NC(=O)c3ccc(CN4CCc5ccccc54)cc3)cc(O)c(c2O)C(C)CC(OC)C(O)CCCC1O,644.8090000000002,6.13550000000001,5,8,131.72,6,,High,High,Low,High,No,2,0.2165101035373963,120,*CCC*
COC1CC(C)=Cc2c(NC(=O)c3ccc(CN4CCc5ccccc54)cc3)cc(O)c(c2O)C(C)CC(OC)C(O)CSCC1O,662.8490000000003,5.698400000000009,5,9,131.72,6,,High,High,Low,Moderate,No,2,0.22569801313731003,110,*CSC*
CCC1OC(O)C(OC)CC(C)c2c(O)cc(NC(=O)c3ccc(CN4CCc5ccccc54)cc3)c(c2O)C=C(C)CC(OC)C1O,660.8080000000003,5.717900000000007,5,9,140.95000000000002,7,,High,High,Low,Moderate,No,2,0.2153286238886453,90,*OC(*)CC
COC1CC(C)c2c(O)cc(NC(=O)c3ccc(CN4CCc5ccccc54)cc3)c(c2O)C=C(C)CC(OC)C(O)C(C)NC1O,645.7970000000004,4.9008000000000065,6,9,143.75,6,,High,High,Low,Moderate,No,2,0.22065043213278468,90,*NC(*)C
