SMILES,MW,LogP,HBD,HBA,PSA,RotatableBonds,SA,Permeability,hERG_Risk,CYP_Inhibition,Metabolic_Stability,PAINS_Alert,lipinski_violations,QED,Druglikeness_Score,Linkers
CCC=CCCCCc1ccc(C=C2N=CC=C2OC)[nH]1,284.403,4.649300000000004,1,2,37.379999999999995,8,,High,Low,Low,High,No,0,0.5473404720905696,195,
C=C1CCCC=CCCCc2ccc([nH]2)C=C2N=C1C=C2OC,308.42500000000007,4.959500000000005,1,2,37.379999999999995,1,,High,Low,Low,High,No,0,0.7315119669768947,215,*CC(*)=C
C=C1NCCC=CCCCc2ccc([nH]2)C=C2N=C1C=C2OC,309.41300000000007,3.7264000000000026,2,3,49.41,1,,High,Low,Low,High,No,0,0.776693805129153,215,*NC(*)=C
COC1=CC2=NC1=Cc1ccc([nH]1)CCCC=CCCCCN2,311.4290000000001,3.950400000000003,2,3,49.41,1,,High,Low,Low,High,No,0,0.7715520124225963,215,*CCN*
COC1=CC2=NC1=Cc1ccc([nH]1)CCCC=CCCCCN2C,325.45600000000013,4.292600000000004,1,3,40.62,1,,High,Low,Low,High,No,0,0.7824412706122591,215,*CCN(*)C
COC1=CC2=NC1=Cc1ccc([nH]1)CCCC=CCCNC2O,313.401,2.531100000000001,3,4,69.64,1,,High,Low,Low,High,No,0,0.697871314118614,215,*NC(*)O
