SMILES,MW,LogP,HBD,HBA,PSA,RotatableBonds,SA,Permeability,hERG_Risk,CYP_Inhibition,Metabolic_Stability,PAINS_Alert,lipinski_violations,QED,Druglikeness_Score,Linkers
C=C(CC)C(=O)CC=C(C)C(OC(=O)C1CCCCN1C(=O)C(=O)C1(O)OC(COC)C(OC)CC1C)C(C)=CC1CCC(O)C(OC)C1,691.8590000000002,3.6174000000000026,2,11,158.13,15,,High,High,Moderate,Moderate,No,2,0.11188311814634835,70,
CCC1=CCNC(=O)C(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)=CCC1=O)C(C)CC2OC,746.8950000000001,2.4860000000000024,3,12,187.22999999999996,6,,Low,Low,Moderate,Moderate,No,2,0.20520944693106913,85,*CNC(*)=O
CCC1=CNCNC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)=CCC1=O)C(C)CC2OC,733.9000000000001,2.4215000000000035,4,13,182.18999999999997,6,,Low,Low,Moderate,Moderate,No,2,0.17773056572632562,85,*NCN*
CCC1=CC=C(C)C(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)=CCC1=O)C(C)CC2OC,729.9080000000001,4.316100000000002,2,11,158.12999999999997,6,,High,High,Moderate,Moderate,No,2,0.2280627011727641,80,*C=C(*)C
CCC1=CC=CCC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)=CCC1=O)C(C)CC2OC,729.9080000000001,4.316100000000002,2,11,158.12999999999997,6,,High,High,Moderate,Moderate,No,2,0.2280627011727641,80,*C=CC*
CCC1=CC=CCCC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)=CCC1=O)C(C)CC2OC,743.9350000000001,4.7062000000000035,2,11,158.12999999999997,6,,High,High,Moderate,Moderate,No,2,0.22072458455338884,80,*C=CCC*
