SMILES,MW,LogP,HBD,HBA,PSA,RotatableBonds,SA,Permeability,hERG_Risk,CYP_Inhibition,Metabolic_Stability,PAINS_Alert,lipinski_violations,QED,Druglikeness_Score,Linkers
C(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)CSCC(NC(=O)CCC(=O)O)C(=O)O,532.6200000000003,-1.3683299999999916,8,8,240.86999999999995,19,,Low,Low,Low,Moderate,No,2,0.041743266375813264,75,
C=C1CC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)CSCC(NC(=O)CCC(=O)O)C(=O)O1,570.6690000000004,-0.6221299999999932,7,9,229.86999999999995,10,,Low,Low,Low,Moderate,No,2,0.07567902377382586,75,*CC(*)=C
CC(C)CC1NC(=O)CSCC(NC(=O)CCC(=O)O)C(=O)OC(C)CC(=O)C(CCCNC(=N)N)NC1=O,572.6850000000003,-0.747329999999994,7,9,229.87000000000003,10,,Low,Low,Low,Moderate,No,2,0.07450251558367606,75,*CC(*)C
CC(C)CC1NC(=O)CSCC(NC(=O)CCC(=O)O)C(=O)OC2C[C@H]2CC(=O)C(CCCNC(=N)N)NC1=O,584.6960000000003,-0.747329999999994,7,9,229.87000000000003,10,,Low,Low,Low,Moderate,No,2,0.0730858879038494,75,*C[C@@H]1CC1*
CC(C)CC1NC(=O)CSCC(NC(=O)CCC(=O)O)C(=O)OCC=CC(=O)C(CCCNC(=N)N)NC1=O,570.6690000000002,-0.969729999999994,7,9,229.87000000000003,10,,Low,Low,Low,Moderate,No,2,0.07308042429270295,75,*C=CC*
CC(C)CC1NC(=O)CSCC(NC(=O)CCC(=O)O)C(=O)OCCCC(=O)C(CCCNC(=N)N)NC1=O,572.6850000000003,-0.7457299999999942,7,9,229.87000000000003,10,,Low,Low,Low,Moderate,No,2,0.07451440794642886,75,*CCC*
